Código,Tipo de institución,Nombre de institución,Acreditación institución (al 31 de octubre 2025),Área,Nombre carrera genérica,Nombre carrera (del título),% titulados con continuidad de estudios,Retención 1er año,Duración Real (semestres),Empleabilidad 1er año,Empleabilidad 2° año,Ingreso Promedio al 4° año
113,Insitutos Profesionales,IP IPG,4 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico de Nivel Superior en Administración General y de Empresas,0.4063926940639269,0.7068965517241379,6.509803921568627,0.6162790697674418,0.6276595744680851,De $900 mil a $1 millón
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas,0.2833333333333333,0.7512520868113522,6.056179775280901,0.8144329896907216,0.8333333333333334,s/i
101,Insitutos Profesionales,IP LIBERTADOR DE LOS ANDES,No,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas,0.35714285714285715,s/i,s/i,0.5862068965517241,0.6071428571428571,s/i
106,Insitutos Profesionales,IP PROVIDENCIA,3 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración de Empresas,0.22033898305084745,0.6408163265306123,6.050314465408807,0.6444444444444445,0.75,s/i
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Administración y Comercio,Técnico en Administración de Empresas,Técnico en Administración,0.5911111111111111,s/i,s/i,0.680672268907563,0.7846153846153846,De $1 millón 100 mil a $1 millón 200 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Técnico en Administración de Recursos Humanos y Personal,Técnico en Administración de Recursos Humanos y en Gestión de Personas,0.30762920426579166,s/i,6.1953125,0.6089108910891089,0.7222222222222222,De $1 millón a $1 millón 100 mil
132,Insitutos Profesionales,IP ESUCOMEX,No,Administración y Comercio,Técnico en Administración de Recursos Humanos y Personal,Técnico en Gestión de Recursos Humanos,0.1992619926199262,s/i,s/i,0.7058823529411765,0.7758620689655172,s/i
117,Insitutos Profesionales,IP IACC,4 años,Administración y Comercio,Técnico en Administración de Recursos Humanos y Personal,Técnico de Nivel Superior en Recursos Humanos,0.2995169082125604,0.6120689655172413,6.98058252427184,0.803030303030303,0.8043478260869565,s/i
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Administración y Comercio,Técnico en Administración de Recursos Humanos y Personal,Técnico en Recursos Humanos,0.24545454545454545,0.7013888888888888,6.803030303030301,0.5681818181818182,0.6410256410256411,s/i
155,Insitutos Profesionales,IP LOS LEONES,3 años,Administración y Comercio,Técnico en Administración de Recursos Humanos y Personal,Técnico en Administración de Recursos Humanos,0.16243654822335024,s/i,5.720000000000002,0.6973684210526315,0.6344086021505376,De $900 mil a $1 millón
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Técnico en Administración de Redes y Soporte,Técnico en Instalación y Mantención en Redes,0.5042735042735043,0.6075268817204301,5.432432432432434,0.819672131147541,0.8125,De $1 millón a $1 millón 100 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Administración de Redes y Soporte,Técnico en Administración de Redes Computacionales,0.1165644171779141,s/i,s/i,0.7685185185185185,0.7666666666666667,De $1 millón a $1 millón 100 mil
162,Insitutos Profesionales,IP SAN SEBASTIAN,4 años,Tecnología,Técnico en Administración de Redes y Soporte,"Técnico en Conectividad y Redes, y en Ciberseguridad",0.39634146341463417,0.5833333333333334,6.360000000000002,0.7846153846153846,0.9310344827586207,De $1 millón 300 mil a $1 millón 400 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Técnico en Administración de Redes y Soporte,Técnico en Conectividad y Redes,0.10638297872340426,s/i,s/i,0.5625,0.6153846153846154,De $900 mil a $1 millón
143,Insitutos Profesionales,IP AIEP,5 años,Administración y Comercio,Técnico en Administración en Marketing,Técnico en Marketing Digital,0.17391304347826086,0.6445497630331753,5.572649572649577,0.4807692307692308,0.6351351351351351,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Técnico en Administración en Marketing,Técnico en Marketing,0.3086816720257235,s/i,5.520833333333333,0.41203703703703703,0.5604395604395604,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Técnico en Administración Financiera y Finanzas,Técnico en Administración Financiera y Finanzas,0.375751503006012,s/i,6.6345381526104426,0.6125,0.7105263157894737,De $1 millón 100 mil a $1 millón 200 mil
103,Insitutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,No,Administración y Comercio,Técnico en Administración Financiera y Finanzas,Técnico Financiero,0.6060329067641682,s/i,8.32258064516129,0.6013986013986014,0.6566265060240963,De $1 millón 100 mil a $1 millón 200 mil
143,Insitutos Profesionales,IP AIEP,5 años,Ciencias Sociales,Técnico en Administración Pública o Municipal,Técnico en Administración Pública,0.4898373983739837,0.65,5.775229357798167,0.6052631578947368,0.6593406593406593,s/i
117,Insitutos Profesionales,IP IACC,4 años,Ciencias Sociales,Técnico en Administración Pública o Municipal,Técnico de Nivel Superior en Administración Pública,0.34375,0.5679012345679012,6.35403726708075,0.7872340425531915,,s/i
152,Insitutos Profesionales,IP LATINOAMERICANO DE COMERCIO EXTERIOR - IPLACEX,4 años,Ciencias Sociales,Técnico en Administración Pública o Municipal,Técnico en Administración Pública,0.39245283018867927,0.7961165048543689,6.694117647058822,0.75,,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Alimentos,Técnico en Calidad de Alimentos,0.06015037593984962,s/i,s/i,0.6288659793814433,0.7368421052631579,De $800 mil a $900 mil
143,Insitutos Profesionales,IP AIEP,5 años,Arte y Arquitectura,Técnico en Ambientes e Interiores,Técnico en Diseño de Espacios y Equipamiento,0.02857142857142857,0.6176470588235294,s/i,0.3611111111111111,0.5609756097560976,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Técnico en Comercio Exterior,Técnico en Comercio Exterior,0.2642369020501139,0.8385826771653543,6.091836734693878,0.7056962025316456,0.7560240963855421,De $1 millón 100 mil a $1 millón 200 mil
132,Insitutos Profesionales,IP ESUCOMEX,No,Administración y Comercio,Técnico en Comercio Exterior,Técnico en Comercio Exterior,0.11475409836065574,s/i,6.363636363636368,0.7802197802197802,0.9302325581395349,De $1 millón 100 mil a $1 millón 200 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Técnico en Computación e Informática,Técnico en Programación Computacional y Análisis de Sistemas,0.3947858472998138,0.6276595744680851,5.866666666666668,0.6115107913669064,0.6971428571428572,De $1 millón 200 mil a $1 millón 300 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Técnico en Computación e Informática,Técnico Analista Programador Computacional,0.17708333333333334,0.638095238095238,6.148148148148148,0.625,0.7101449275362319,De $1 millón 100 mil a $1 millón 200 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Técnico en Computación e Informática,Técnico Analista Programador,0.45,0.6363636363636364,5.459016393442621,0.3974358974358974,0.59375,s/i
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Computación e Informática,Técnico Analista Programador Computacional y Administración en Infraestrcutura y Plataformas Tecnológicas,0.23545706371191136,0.7431935246504783,6.861313868613139,0.7055937193326791,0.8138528138528138,De $1 millón 500 mil a $1 millón 600 mil
117,Insitutos Profesionales,IP IACC,4 años,Tecnología,Técnico en Computación e Informática,"Técnico  en Informática, y en Análisis y Programación Computacional",0.3357487922705314,0.5889328063241107,7.1414141414141445,0.7840909090909091,0.88,s/i
155,Insitutos Profesionales,IP LOS LEONES,3 años,Tecnología,Técnico en Computación e Informática,Técnico Analista Programador,0.22916666666666666,s/i,6.700000000000001,0.6590909090909091,,s/i
162,Insitutos Profesionales,IP SAN SEBASTIAN,4 años,Tecnología,Técnico en Computación e Informática,Técnico en Programación Computacional y Análisis de Sistemas,0.36363636363636365,0.7753623188405797,5.630952380952377,0.8615384615384616,0.8846153846153846,s/i
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Técnico en Computación e Informática,Técnico Analista Programador,0.28524590163934427,0.7722772277227723,6.8522727272727275,0.616822429906542,0.7167630057803468,De $1 millón 200 mil a $1 millón 300 mil
143,Insitutos Profesionales,IP AIEP,5 años,Arte y Arquitectura,Técnico en Comunicación Audiovisual,"Técnico en Locución y Conducción de Radio y Televisión, y Técnico en Producción Audiovisual",0.10619469026548672,0.6229508196721312,5.564102564102564,0.45,0.5288461538461539,De $800 mil a $900 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Arte y Arquitectura,Técnico en Comunicación Audiovisual,Técnico Audiovisual,0.05154639175257732,0.8378378378378378,7.850000000000004,0.4291845493562232,0.46875,De $800 mil a $900 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Arte y Arquitectura,Técnico en Comunicación Audiovisual,Técnico en Comunicación Audiovisual Digital,0.13392857142857142,0.5961538461538461,s/i,0.3464052287581699,0.43312101910828027,De $900 mil a $1 millón
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Técnico en Construcción y Obras Civiles,Técnico en Construcción,0.46258992805755395,0.6365853658536585,6.156448202959831,0.6517241379310345,0.675177304964539,De $1 millón a $1 millón 100 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Técnico en Construcción y Obras Civiles,Técnico en Construcción,0.53954802259887,0.6506024096385542,5.523809523809524,0.5054347826086957,0.55,De $1 millón a $1 millón 100 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Construcción y Obras Civiles,Técnico en Construcción,0.29553264604810997,0.6564195298372514,6.9734513274336285,0.5768156424581006,0.6246719160104987,De $1 millón a $1 millón 100 mil
113,Insitutos Profesionales,IP IPG,4 años,Tecnología,Técnico en Construcción y Obras Civiles,Técnico de Nivel Superior en Construcción Civil,0.5074626865671642,s/i,7.122448979591835,0.5757575757575758,,s/i
155,Insitutos Profesionales,IP LOS LEONES,3 años,Tecnología,Técnico en Construcción y Obras Civiles,Técnico en Construcción,0.5882352941176471,0.4925373134328358,6.290322580645161,0.7536231884057971,0.7321428571428571,De $1 millón a $1 millón 100 mil
143,Insitutos Profesionales,IP AIEP,5 años,Administración y Comercio,Técnico en Contabilidad General,Contabilidad General,0.41304347826086957,0.6683046683046683,5.747433264887063,0.6687211093990755,0.759941089837997,De $1 millón 100 mil a $1 millón 200 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Administración y Comercio,Técnico en Contabilidad General,Contabilidad General,0.21929824561403508,0.5806451612903226,5.627906976744186,0.8,0.7931034482758621,De $1 millón 200 mil a $1 millón 300 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Administración y Comercio,Técnico en Contabilidad General,Técnico en Contabilidad General,0.38735177865612647,0.7626112759643917,6.763513513513513,0.6262953367875648,0.7723901882487165,De $1 millón 100 mil a $1 millón 200 mil
104,Insitutos Profesionales,IP ESCUELA DE CONTADORES AUDITORES DE SANTIAGO,4 años,Administración y Comercio,Técnico en Contabilidad General,Contador Técnico de Nivel Superior,0.21241830065359477,s/i,s/i,0.7480916030534351,0.8636363636363636,De $1 millón 200 mil a $1 millón 300 mil
132,Insitutos Profesionales,IP ESUCOMEX,No,Administración y Comercio,Técnico en Contabilidad General,Técnico en Contabilidad,0.15757575757575756,s/i,8.170731707317072,0.7586206896551724,0.7719298245614035,s/i
117,Insitutos Profesionales,IP IACC,4 años,Administración y Comercio,Técnico en Contabilidad General,Técnico en Contabilidad General,0.23552123552123552,0.6123348017621145,7.13223140495868,0.7701149425287356,0.8115942028985508,s/i
103,Insitutos Profesionales,IP INSTITUTO DE ESTUDIOS BANCARIOS GUILLERMO SUBERCASEAUX,No,Administración y Comercio,Técnico en Contabilidad General,Contador de Empresas Financieras,0.6848341232227488,s/i,8.081632653061224,0.5478260869565217,0.6470588235294118,De $1 millón 100 mil a $1 millón 200 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Administración y Comercio,Técnico en Contabilidad General,Técnico en Contabilidad General,0.2782608695652174,s/i,s/i,0.6935483870967742,0.8970588235294118,De $1 millón 100 mil a $1 millón 200 mil
143,Insitutos Profesionales,IP AIEP,5 años,Educación,"Técnico en Deporte, Recreación y Preparación Física",Técnico Deportivo y Personal Trainer,0.14381591562799617,0.6775193798449612,6.017241379310345,0.36746143057503505,0.43798882681564244,De $800 mil a $900 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Educación,"Técnico en Deporte, Recreación y Preparación Física",Preparación Física y Técnico en Deportes,0.055776892430278883,0.7816901408450704,5.5874999999999995,0.40764331210191085,0.40476190476190477,De $800 mil a $900 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Educación,"Técnico en Deporte, Recreación y Preparación Física",Preparador Físico,0.10324232081911262,0.7388535031847133,6.249363867684477,0.3159090909090909,0.40257879656160456,De $800 mil a $900 mil
193,Insitutos Profesionales,IP INSTITUTO NACIONAL DEL FUTBOL,3 años,Educación,"Técnico en Deporte, Recreación y Preparación Física",Técnico de Fútbol y Árbitro de Futbol,0.055,0.7752808988764045,7.999999999999997,0.6470588235294118,0.6911764705882353,De $1 millón a $1 millón 100 mil
143,Insitutos Profesionales,IP AIEP,5 años,Arte y Arquitectura,Técnico en Dibujo Arquitectónico,Dibujo de Arquitectura y Obras Civiles,0.16161616161616163,0.6351351351351351,5.921568627450981,0.5572519083969466,0.664179104477612,De $900 mil a $1 millón
111,Insitutos Profesionales,IP DUOC UC,7 años,Arte y Arquitectura,Técnico en Dibujo Arquitectónico,"Dibujo Arquitectónico y Estructural, y Modelamiento Arquitectónico y Estructural",0.09110169491525423,0.7326732673267327,6.574193548387099,0.565597667638484,0.7006172839506173,De $900 mil a $1 millón
143,Insitutos Profesionales,IP AIEP,5 años,Arte y Arquitectura,Técnico en Diseño Gráfico,Técnico en Diseño Gráfico,0.19021739130434784,0.7272727272727273,5.970588235294117,0.3888888888888889,0.4444444444444444,De $800 mil a $900 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Arte y Arquitectura,Técnico en Diseño Gráfico,"Técnico en Diseño Gráfico, Digital y Publicitario",0.06866952789699571,0.7984496124031008,6.3030303030303,0.41566265060240964,0.4222222222222222,De $800 mil a $900 mil
143,Insitutos Profesionales,IP AIEP,5 años,Tecnología,Técnico en Electricidad y Electricidad Industrial,Técnico en Electricidad y Electrónica,0.3530201342281879,0.6653696498054474,5.400954653937948,0.7922077922077922,0.806615776081425,De $1 millón 100 mil a $1 millón 200 mil
123,Insitutos Profesionales,IP DE CHILE,5 años,Tecnología,Técnico en Electricidad y Electricidad Industrial,Técnico en Electricidad y Electrónica,0.38768115942028986,0.7578125,5.539325842696629,0.8257575757575758,0.8,De $1 millón 100 mil a $1 millón 200 mil
139,Insitutos Profesionales,IP DR. VIRGINIO GOMEZ G.,4 años,Tecnología,Técnico en Electricidad y Electricidad Industrial,Técnico en Electricidad,0.3129251700680272,0.6688311688311688,4.5333333333333306,0.717391304347826,0.7912087912087912,De $900 mil a $1 millón
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Electricidad y Electricidad Industrial,"Técnico en Electricidad y Automatización Industrial, en Instalaciones y Proyectos Eléctricos",0.26296829971181557,0.7587373167981961,6.609977324263038,0.7105263157894737,0.7867575462512172,De $1 millón 200 mil a $1 millón 300 mil
116,Insitutos Profesionales,IP SANTO TOMAS,5 años,Tecnología,Técnico en Electricidad y Electricidad Industrial,Técnico en Electricidad y Electrónica Industrial,0.5020080321285141,0.7441860465116279,7.666666666666669,0.7898550724637681,0.7606837606837606,De $1 millón 300 mil a $1 millón 400 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Electromecánica,Técnico en Mantenimiento Electromecánico,0.1288888888888889,0.7071428571428572,6.5,0.768361581920904,0.7966101694915254,De $1 millón 200 mil a $1 millón 300 mil
111,Insitutos Profesionales,IP DUOC UC,7 años,Tecnología,Técnico en Energía,Técnico en Energías Renovables y Eficiencia Energética,0.17972350230414746,0.7156862745098039,6.883720930232558,0.6875,0.7121212121212122,s/i
